Survey year,Survey ID,Survey name official,Survey name,Survey abbriviation,Cruise ID,Cruise code,Stratum ID,Station ID,Haul ID,Haul number,Vessel ID,Vessel name,Date and time,Start latitude (decimal degrees),Start longitude (decimal degrees),End latitude (decimal degrees),End longitude (decimal degrees),Depth (m),Distance fished (km),Tow duration (decimal hr),Area swept (km),Net height (m),Net width (m),Haul performance code,Bottom temperature (degrees Celsius),Surface temperature (degrees Celsius),Taxon code,Taxon common name,Taxon scientific name,Taxon weight (kg),Taxon count,Weight CPUE (kg/km2),Number CPUE (no/km2),Taxon confidence rating,Lowest taxonomic rank,Integrated taxonomic information system (ITIS) serial number,World register of marine species (WoRMS) taxonomic serial number
1988,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,198801,149,43,P-26,9797,168,37,ALASKA,22-JUL-1988 05:00PM,60.0015,-173.96433,59.98783,-173.92267,97,2.778,.5,.038373,,13.813,0,.1,9.5,68580,snow crab,Chionoecetes opilio,46.584,196,1213.993954,5107.82275,High,species,98428,107315
1988,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,198801,149,61,M-30,9822,193,37,ALASKA,30-JUL-1988 08:00AM,59.00783,-176.29733,58.98317,-176.29833,137,2.741,.5,.03816,,13.922,0,2.5,9.2,68580,snow crab,Chionoecetes opilio,.227,19,5.948606,497.900928,High,species,98428,107315
1989,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,198901,150,31,F-08,9883,37,37,ALASKA,13-JUN-1989 06:00PM,56.64917,-163.36917,56.675,-163.36633,75,2.871,.5,.056875,1.42,19.81,0,1.3,5.3,68580,snow crab,Chionoecetes opilio,.136,1,2.391229,17.582569,High,species,98428,107315
1988,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,198801,149,32,F-20,9740,111,37,ALASKA,03-JUL-1988 09:00AM,56.6715,-169.49917,56.68567,-169.515,79,1.852,.33,.024974,,13.485,0,4.2,5.7,68580,snow crab,Chionoecetes opilio,3.266,14,130.774855,560.578068,High,species,98428,107315
1988,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,198801,149,42,J-20,9748,119,37,ALASKA,06-JUL-1988 11:00AM,57.99133,-169.69633,58.01717,-169.71267,68,3.019,.5,.043474,2.78,14.4,0,.9,7.4,68580,snow crab,Chionoecetes opilio,96.388,479,2217.16168,11018.181149,High,species,98428,107315
1988,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,198801,149,41,S-22,9756,127,37,ALASKA,08-JUL-1988 07:00AM,60.98,-171.46783,60.95533,-171.45733,59,2.815,.5,.048137,2.32,17.1,0,-.5,6.7,68580,snow crab,Chionoecetes opilio,296.196,5871,6153.251691,121965.660154,High,species,98428,107315
1988,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,198801,149,42,I-20,9746,117,37,ALASKA,06-JUL-1988 06:00AM,57.68017,-169.63117,57.70533,-169.63783,68,2.815,.5,.036454,3.26,12.95,0,1.9,7,68580,snow crab,Chionoecetes opilio,18.643,97,511.408135,2660.869446,High,species,98428,107315
1988,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,198801,149,41,P-20,9754,125,37,ALASKA,07-JUL-1988 12:00PM,59.99517,-169.97033,60.02017,-169.978,51,2.815,.5,.039185,3.08,13.92,0,1.6,6.5,68580,snow crab,Chionoecetes opilio,4.354,23,111.114514,586.962292,High,species,98428,107315
1988,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,198801,149,43,N-24,9779,150,37,ALASKA,13-JUL-1988 03:00PM,59.32283,-172.5175,59.34717,-172.51467,86,2.704,.5,.036853,,13.629,0,-.9,7.4,68580,snow crab,Chionoecetes opilio,114.85,897,3116.451128,24340.066713,High,species,98428,107315
1991,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,199101,152,31,F-06,10285,16,37,ALASKA,23-JUN-1991 08:00AM,56.68283,-164.58133,56.67033,-164.6235,73,2.926,.5,.053868,2.09,18.41,0,2,5.1,68580,snow crab,Chionoecetes opilio,4.763,12,88.420399,222.768169,High,species,98428,107315
1990,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,199001,151,61,I-25,10221,155,37,ALASKA,14-JUL-1990 09:00AM,57.6685,-172.775,57.6565,-172.77283,117,1.333,.25,.024127,,18.1,0,2.5,8.9,68580,snow crab,Chionoecetes opilio,31.978,71,1325.386595,2942.724631,High,species,98428,107315
1989,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,198901,150,61,K-26,10016,170,37,ALASKA,26-JUL-1989 07:00PM,58.31967,-173.56267,58.3435,-173.5755,115,2.759,.5,.047689,,17.285,0,3,9.2,68580,snow crab,Chionoecetes opilio,59.874,537,1255.501363,11260.384008,High,species,98428,107315
1989,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,198901,150,82,U-28,10024,178,37,ALASKA,30-JUL-1989 01:00PM,61.6655,-175.75133,61.66633,-175.77817,95,1.426,.25,.027365,1.85,19.19,0,.8,9.3,68580,snow crab,Chionoecetes opilio,85.275,1436,3116.213666,52475.905301,High,species,98428,107315
1989,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,198901,150,10,J-06,9897,51,37,ALASKA,17-JUN-1989 03:00PM,58.00383,-164.63133,57.98133,-164.646,42,2.667,.5,.043285,2.6,16.23,0,2.1,5.6,68580,snow crab,Chionoecetes opilio,.136,1,3.141936,23.102473,High,species,98428,107315
1989,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,198901,150,31,H-04,9916,70,37,ALASKA,23-JUN-1989 11:00AM,57.31417,-165.856,57.33867,-165.86183,68,2.759,.5,.049524,2.19,17.95,0,1.7,6.1,68580,snow crab,Chionoecetes opilio,16.874,114,340.723346,2301.911899,High,species,98428,107315
1989,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,198901,150,31,J-02,9933,87,37,ALASKA,30-JUN-1989 06:00PM,57.98567,-167.16183,58.00983,-167.14833,62,2.797,.5,.049843,2.05,17.82,0,2.3,6.9,68580,snow crab,Chionoecetes opilio,279.64,1929,5610.468487,38701.87996,High,species,98428,107315
1989,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,198901,150,42,I-20,9966,120,37,ALASKA,07-JUL-1989 03:00PM,57.6795,-169.6785,57.69033,-169.7005,68,1.796,.5,.02879,2.59,16.03,0,3,7.2,68580,snow crab,Chionoecetes opilio,361.513,1787,12556.947094,62070.421968,High,species,98428,107315
1989,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,198901,150,41,P-20,9974,128,37,ALASKA,10-JUL-1989 12:00PM,59.9865,-169.96433,60.012,-169.97033,51,2.871,.5,.045333,2.53,15.79,0,2.2,6.8,68580,snow crab,Chionoecetes opilio,2.495,36,55.03706,794.12191,High,species,98428,107315
1989,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,198901,150,41,M-22,9982,136,37,ALASKA,12-JUL-1989 06:00PM,59.01217,-171.12867,58.995,-171.12017,75,1.982,.33,.033581,,16.943,0,2,7.6,68580,snow crab,Chionoecetes opilio,154.902,957,4612.783421,28498.235879,High,species,98428,107315
1988,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,198801,149,42,J-22,9765,136,37,ALASKA,09-JUL-1988 05:00PM,58.00833,-170.955,57.98183,-170.94233,84,3.037,.5,.04171,,13.734,0,2.1,9.1,68580,snow crab,Chionoecetes opilio,5.761,22,138.119832,527.449452,High,species,98428,107315
1988,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,198801,149,61,H-24,9773,144,37,ALASKA,12-JUL-1988 07:00AM,57.34567,-172.10533,57.36983,-172.1275,108,3,.5,.041439,,13.813,0,3.1,8.4,68580,snow crab,Chionoecetes opilio,15.74,30,379.835421,723.955694,High,species,98428,107315
1988,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,198801,149,61,O-28,9806,177,37,ALASKA,24-JUL-1988 01:00PM,59.66967,-175.08767,59.67767,-175.05667,124,1.963,.33,.028248,2.66,14.39,0,1.8,8.5,68580,snow crab,Chionoecetes opilio,74.48,1040,2636.686979,36817.326234,High,species,98428,107315
1988,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,198801,149,90,U-29,9814,185,37,ALASKA,28-JUL-1988 12:00PM,61.66533,-176.42567,61.67083,-176.478,104,2.834,.5,.04149,2.67,14.64,0,-.4,7.7,68580,snow crab,Chionoecetes opilio,211.828,3279,5105.548935,79031.548989,High,species,98428,107315
1988,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,198801,149,82,U-25,9788,159,37,ALASKA,21-JUL-1988 07:00AM,61.65217,-173.48567,61.6765,-173.496,68,2.778,.5,.037861,,13.629,0,-1.6,7.2,68580,snow crab,Chionoecetes opilio,284.493,8317,7514.071998,219669.857624,High,species,98428,107315
1988,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,198801,149,43,QP2726,9796,167,37,ALASKA,22-JUL-1988 02:00PM,60.181,-174.32583,60.16183,-174.35767,101,2.759,.5,.03811,,13.813,0,.3,9,68580,snow crab,Chionoecetes opilio,173.408,1397,4550.188799,36656.980949,High,species,98428,107315
1991,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,199101,152,31,I-05,10315,46,37,ALASKA,30-JUN-1991 06:00AM,57.67817,-165.23433,57.65417,-165.21617,59,2.889,.5,.05024,3.11,17.39,0,1.9,4.9,68580,snow crab,Chionoecetes opilio,16.103,85,320.523347,1691.888747,High,species,98428,107315
1991,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,199101,152,50,A-05,10323,54,37,ALASKA,01-JUL-1991 02:00PM,55.014,-165.14883,54.98883,-165.152,110,2.797,.5,.051753,,18.503,0,4.3,6.7,68580,snow crab,Chionoecetes opilio,121.563,195,2348.912257,3767.905449,High,species,98428,107315
1990,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,199001,151,42,IH2221,10185,119,37,ALASKA,06-JUL-1990 06:00PM,57.52033,-170.5545,57.50683,-170.56783,71,1.704,.33,.027349,,16.05,0,1.9,9.8,68580,snow crab,Chionoecetes opilio,9.253,33,338.327995,1206.616647,High,species,98428,107315
1990,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,199001,151,61,F-23,10193,127,37,ALASKA,09-JUL-1990 06:00AM,56.67967,-171.32867,56.70067,-171.35183,126,2.722,.5,.044477,,16.34,0,4.7,8.8,68580,snow crab,Chionoecetes opilio,78.88,712,1773.481771,16008.101178,High,species,98428,107315
1990,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,199001,151,43,N-23,10201,135,37,ALASKA,10-JUL-1990 03:00PM,59.31767,-171.84783,59.3375,-171.81883,79,2.759,.5,.046986,3.18,17.03,0,-1.5,8.7,68580,snow crab,Chionoecetes opilio,253.785,1758,5401.316186,37415.583484,High,species,98428,107315
1990,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,199001,151,43,PO2625,10213,147,37,ALASKA,12-JUL-1990 05:00PM,59.83667,-173.57083,59.81783,-173.60217,93,2.741,.5,.050626,,18.47,0,,8.6,68580,snow crab,Chionoecetes opilio,507.479,2034,10024.025076,40176.769886,High,species,98428,107315
1990,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,199001,151,41,R-27,10238,172,37,ALASKA,25-JUL-1990 09:00AM,60.6625,-174.80217,60.67967,-174.798,97,1.926,.33,.032727,2.96,16.992,0,-.4,8.1,68580,snow crab,Chionoecetes opilio,86.863,497,2654.20243,15186.426989,High,species,98428,107315
1990,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,199001,151,90,T-29,10246,180,37,ALASKA,29-JUL-1990 09:00AM,61.33617,-176.3,61.31033,-176.2975,106,2.871,.5,.048537,,16.906,0,-.1,8.5,68580,snow crab,Chionoecetes opilio,60.691,296,1250.40366,6098.424534,High,species,98428,107315
1990,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,199001,151,61,L-29,10254,188,37,ALASKA,30-JUL-1990 05:00PM,58.74333,-175.6015,58.7355,-175.648,132,2.834,.5,.047467,3.26,16.749,0,3,9.1,68580,snow crab,Chionoecetes opilio,.907,1,19.108146,21.067416,High,species,98428,107315
1989,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,198901,150,31,Z-05,9906,60,37,ALASKA,21-JUN-1989 01:00PM,54.70967,-165.12833,54.6835,-165.117,80,3,.5,.05562,1.88,18.54,0,5.3,6.6,68580,snow crab,Chionoecetes opilio,.59,4,10.607695,71.916577,High,species,98428,107315
1989,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,198901,150,42,I-18,9950,104,37,ALASKA,04-JUL-1989 09:00AM,57.68317,-168.41733,57.6655,-168.38083,70,2.945,.5,.049897,,16.943,0,3.7,7.2,68580,snow crab,Chionoecetes opilio,49.623,334,994.505997,6693.771095,High,species,98428,107315
1989,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,198901,150,50,D-18,9958,112,37,ALASKA,05-JUL-1989 03:00PM,56.01483,-168.217,55.9895,-168.22317,150,2.852,.5,.049876,,17.488,0,3.6,7.7,68580,snow crab,Chionoecetes opilio,15.649,67,313.759529,1343.337495,High,species,98428,107315
1988,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,198801,149,82,V-26,9790,161,37,ALASKA,21-JUL-1988 01:00PM,62.00033,-174.37683,61.99817,-174.42833,71,2.704,.5,.036853,,13.629,0,-1.6,7.5,68580,snow crab,Chionoecetes opilio,225.027,8118,6106.100549,220281.673997,High,species,98428,107315
1988,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,198801,149,62,PO2726,9798,169,37,ALASKA,22-JUL-1988 07:00PM,59.83133,-174.232,59.80767,-174.21783,106,2.759,.5,.03811,,13.813,0,1.2,9.9,68580,snow crab,Chionoecetes opilio,40.143,325,1053.343727,8527.930428,High,species,98428,107315
1988,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,198801,149,61,L-30,9823,194,37,ALASKA,30-JUL-1988 11:00AM,58.69167,-176.20017,58.66633,-176.19883,137,2.815,.5,.03919,,13.922,0,2.9,9.3,68580,snow crab,Chionoecetes opilio,.181,20,4.618474,510.32867,High,species,98428,107315
1986,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,198602,156,31,H-05,10924,54,57,MORNING STAR,17-JUN-1986 06:00AM,57.33683,-165.2335,57.31267,-165.22583,70,2.685,.5,.044042,,16.403,0,.3,3.2,68580,snow crab,Chionoecetes opilio,12.927,181,293.514914,4109.708323,High,species,98428,107315
1992,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,199201,153,41,L-23,10615,132,37,ALASKA,14-JUL-1992 03:00PM,58.676,-171.7195,58.651,-171.71667,91,2.797,.5,.048956,,17.503,0,-.2,7.3,68580,snow crab,Chionoecetes opilio,76.929,235,1571.394135,4800.239465,High,species,98428,107315
1992,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,199201,153,43,Q-25,10630,147,37,ALASKA,25-JUL-1992 12:00PM,60.31167,-173.42033,60.33817,-173.42017,60,2.945,.5,.048763,,16.558,0,,7.7,68580,snow crab,Chionoecetes opilio,.953,3,19.543382,61.521665,High,species,98428,107315
1992,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,199201,153,82,V-25,10638,155,37,ALASKA,27-JUL-1992 10:00AM,61.9885,-173.58133,62.01317,-173.57117,60,2.797,.5,.047493,2.8,16.98,0,-1.5,8.5,68580,snow crab,Chionoecetes opilio,87.997,3001,1852.839131,63188.179494,High,species,98428,107315
1992,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,199201,153,90,T-30,10646,163,37,ALASKA,28-JUL-1992 07:00PM,61.34567,-176.96883,61.32083,-176.96617,115,2.778,.5,.047282,2.8,17.02,0,1.1,8.6,68580,snow crab,Chionoecetes opilio,51.347,163,1085.983627,3447.432784,High,species,98428,107315
1992,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,199201,153,61,Q-29,10654,171,37,ALASKA,30-JUL-1992 01:00PM,60.34483,-176.033,60.32783,-176.0315,121,1.889,.33,.033284,2.76,17.62,0,1.6,9,68580,snow crab,Chionoecetes opilio,60.464,180,1816.598757,5407.974599,High,species,98428,107315
1992,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,199201,153,61,M-30,10662,179,37,ALASKA,01-AUG-1992 10:00AM,58.998,-176.31183,59.01417,-176.32033,134,1.871,.33,.034651,2.63,18.52,0,2.8,8.6,68580,snow crab,Chionoecetes opilio,.227,17,6.551053,490.607464,High,species,98428,107315
1992,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,199201,153,90,S-31,10670,187,37,ALASKA,03-AUG-1992 12:00PM,60.9905,-177.63883,61.00817,-177.637,135,1.963,.33,.035314,2.68,17.99,0,1.5,8.7,68580,snow crab,Chionoecetes opilio,39.463,115,1117.477106,3256.46472,High,species,98428,107315
1990,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,199001,151,61,Q-31,10262,196,37,ALASKA,01-AUG-1990 12:00PM,60.32633,-177.3845,60.34683,-177.39483,146,2.352,.4,.040897,,17.388,0,.8,10,68580,snow crab,Chionoecetes opilio,23.904,53,584.49881,1295.952013,High,species,98428,107315
1991,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,199101,152,31,D-09,10275,6,37,ALASKA,21-JUN-1991 09:00AM,56.01983,-162.79767,55.99317,-162.81167,77,3.093,.5,.055318,,17.885,0,2.7,6.1,68580,snow crab,Chionoecetes opilio,.227,1,4.103524,18.077199,High,species,98428,107315
1991,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,199101,152,31,G-06,10291,22,37,ALASKA,24-JUN-1991 12:00PM,57.06983,-164.76133,57.04433,-164.76617,68,2.852,.54,.048684,2.87,17.07,0,2.5,5.6,68580,snow crab,Chionoecetes opilio,18.37,39,377.334152,801.090469,High,species,98428,107315
1990,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,199001,151,61,H-25,10222,156,37,ALASKA,14-JUL-1990 12:00PM,57.34983,-172.71217,57.33567,-172.70367,117,1.667,.28,.030173,,18.1,0,2.7,8.8,68580,snow crab,Chionoecetes opilio,5.443,11,180.39486,364.56797,High,species,98428,107315
1990,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,199001,151,61,L-26,10231,165,37,ALASKA,23-JUL-1990 05:00PM,58.68833,-173.6135,58.70117,-173.636,126,1.945,.33,.03358,,17.265,0,2.6,8.3,68580,snow crab,Chionoecetes opilio,21.682,42,645.673782,1250.728661,High,species,98428,107315
1989,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,198901,150,61,G-24,9992,146,37,ALASKA,15-JUL-1989 09:00AM,57.00933,-171.99283,57.0065,-172.038,115,2.759,.5,.046958,2.26,17.02,0,3.6,7.7,68580,snow crab,Chionoecetes opilio,108,718,2299.918779,15290.20077,High,species,98428,107315
1989,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,198901,150,43,ON2524,10000,154,37,ALASKA,17-JUL-1989 06:00AM,59.50867,-172.82717,59.51833,-172.80117,91,1.815,.33,.031236,2.29,17.21,0,2.5,8,68580,snow crab,Chionoecetes opilio,60.328,800,1931.351975,25611.350951,High,species,98428,107315
1989,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,198901,150,41,S-26,10008,162,37,ALASKA,19-JUL-1989 07:00PM,60.99717,-174.13883,60.99267,-174.163,80,1.408,.25,.023288,2.37,16.54,0,1.6,8.3,68580,snow crab,Chionoecetes opilio,77.882,883,3344.251539,37916.002528,High,species,98428,107315
1989,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,198901,150,61,L-26,10017,171,37,ALASKA,27-JUL-1989 07:00AM,58.68283,-173.65267,58.70333,-173.667,126,2.408,.42,.041897,,17.399,0,3.2,9,68580,snow crab,Chionoecetes opilio,25.401,94,606.275535,2243.608532,High,species,98428,107315
1989,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,198901,150,90,U-29,10025,179,37,ALASKA,30-JUL-1989 04:00PM,61.66783,-176.43083,61.66833,-176.45833,104,1.463,.25,.025074,,17.139,0,1.5,9.5,68580,snow crab,Chionoecetes opilio,106.54,1250,4248.962396,49851.727005,High,species,98428,107315
1989,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,198901,150,10,I-06,9898,52,37,ALASKA,17-JUN-1989 06:00PM,57.685,-164.612,57.66067,-164.61367,51,2.704,.5,.043156,2.64,15.96,0,1.7,5.8,68580,snow crab,Chionoecetes opilio,1.134,11,26.276861,254.890184,High,species,98428,107315
1989,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,198901,150,31,I-04,9917,71,37,ALASKA,23-JUN-1989 02:00PM,57.6565,-165.87583,57.68033,-165.88433,62,2.704,.5,.045671,2.34,16.89,0,1.7,6.5,68580,snow crab,Chionoecetes opilio,465.386,2089,10190.065548,45740.625909,High,species,98428,107315
1989,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,198901,150,50,B-02,9925,79,37,ALASKA,29-JUN-1989 10:00AM,55.32583,-166.96083,55.34883,-166.93967,139,2.889,.5,.055469,1.9,19.2,0,3.5,7.2,68580,snow crab,Chionoecetes opilio,.998,2,17.992096,36.056306,High,species,98428,107315
1989,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,198901,150,20,K-02,9934,88,37,ALASKA,01-JUL-1989 06:00AM,58.33367,-167.16517,58.358,-167.16017,49,2.722,.5,.045389,,16.675,0,3,6.5,68580,snow crab,Chionoecetes opilio,17.418,264,383.746407,5816.34238,High,species,98428,107315
1989,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,198901,150,20,P-18,9942,96,37,ALASKA,02-JUL-1989 02:00PM,60.012,-168.653,59.988,-168.66933,37,2.834,.5,.041518,2.89,14.65,0,4.2,4.6,68580,snow crab,Chionoecetes opilio,.045,1,1.083865,24.085881,High,species,98428,107315
1989,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,198901,150,42,JI2120,9967,121,37,ALASKA,07-JUL-1989 05:00PM,57.81383,-169.99683,57.826,-170.0035,70,1.408,.25,.023035,2.53,16.36,0,3,7.3,68580,snow crab,Chionoecetes opilio,90.129,484,3912.718451,21011.613692,High,species,98428,107315
1989,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,198901,150,20,Q-20,9975,129,37,ALASKA,10-JUL-1989 02:00PM,60.31033,-170.01383,60.335,-170.0195,49,2.759,.5,.044337,2.46,16.07,0,2,6.7,68580,snow crab,Chionoecetes opilio,163.702,3801,3692.210118,85729.500308,High,species,98428,107315
1989,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,198901,150,41,L-22,9983,137,37,ALASKA,13-JUL-1989 06:00AM,58.66,-171.08733,58.63683,-171.07333,80,2.704,.5,.045814,,16.943,0,2.7,8.1,68580,snow crab,Chionoecetes opilio,228.066,1084,4978.09921,23660.955791,High,species,98428,107315
1989,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,198901,150,31,G-08,9884,38,37,ALASKA,14-JUN-1989 06:00AM,57.023,-163.38133,57.04667,-163.36283,64,2.852,.5,.0476,2.51,16.69,0,1,4.7,68580,snow crab,Chionoecetes opilio,.68,3,14.28575,63.025369,High,species,98428,107315
1988,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,198801,149,42,GF2120,9741,112,37,ALASKA,03-JUL-1988 11:00AM,56.83083,-169.85517,56.85,-169.87217,71,2.371,.5,.031973,,13.485,0,3.5,6.9,68580,snow crab,Chionoecetes opilio,249.204,1392,7794.217203,43536.822628,High,species,98428,107315
1988,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,198801,149,41,K-20,9749,120,37,ALASKA,06-JUL-1988 01:00PM,58.344,-169.74117,58.3695,-169.73617,68,2.852,.5,.043094,2.7,15.11,0,.9,6.8,68580,snow crab,Chionoecetes opilio,173.681,1019,4030.308825,23646.136838,High,species,98428,107315
1988,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,198801,149,41,R-22,9757,128,37,ALASKA,08-JUL-1988 09:00AM,60.67383,-171.438,60.64917,-171.43517,60,2.741,.5,.043856,2.74,16,0,.2,6.4,68580,snow crab,Chionoecetes opilio,120.474,2025,2747.035753,46173.841664,High,species,98428,107315
1988,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,198801,149,42,I-22,9766,137,37,ALASKA,10-JUL-1988 06:00AM,57.66983,-170.88433,57.6445,-170.87983,84,2.834,.5,.038922,,13.734,0,3,8.5,68580,snow crab,Chionoecetes opilio,25.129,195,645.621995,5009.99996,High,species,98428,107315
1988,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,198801,149,61,I-24,9774,145,37,ALASKA,12-JUL-1988 10:00AM,57.65517,-172.15717,57.67833,-172.16317,106,2.611,.5,.036066,,13.813,0,2.5,8.3,68580,snow crab,Chionoecetes opilio,17.1,60,474.134139,1663.628557,High,species,98428,107315
1986,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,198602,156,31,F-09,10901,31,57,MORNING STAR,09-JUN-1986 05:00PM,56.67517,-162.79667,56.6745,-162.7545,73,2.556,.5,.0422,3.06,16.51,0,1.6,4.6,68580,snow crab,Chionoecetes opilio,5.216,16,123.603184,379.150873,High,species,98428,107315
